Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110055598.0,441394.0,445052.0,2.0,2011-02-03,1650.0,A(M),Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Male,62.0,Car
110055843.0,420935.0,439490.0,2.0,2011-02-03,1930.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,52.0,Pedal cycle
110055851.0,426459.0,428369.0,2.0,2011-02-03,1625.0,B,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,39.0,Car
110055851.0,426459.0,428369.0,2.0,2011-02-03,1625.0,B,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,40.0,Car
110056867.0,429208.0,433847.0,1.0,2011-02-03,1503.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18.0,Bus or coach (17 or more passenger seats)
110056132.0,434670.0,435099.0,1.0,2011-02-04,228.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Male,20.0,Taxi/Private hire car
110056188.0,424453.0,427787.0,2.0,2011-02-04,700.0,Motorway,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Male,38.0,Car
110056188.0,424453.0,427787.0,2.0,2011-02-04,700.0,Motorway,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,38.0,Car
110056459.0,439013.0,439182.0,1.0,2011-02-04,950.0,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Male,38.0,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
110056649.0,427847.0,436280.0,1.0,2011-02-04,928.0,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Serious,Female,30.0,Car
110057240.0,426134.0,426769.0,2.0,2011-02-04,1338.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,40.0,Car
110057406.0,426036.0,427367.0,1.0,2011-02-04,1510.0,B,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Slight,Male,15.0,Car
110058282.0,425632.0,436796.0,1.0,2011-02-04,1500.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Male,30.0,Bus or coach (17 or more passenger seats)
110067491.0,426383.0,428151.0,1.0,2011-02-04,1130.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,28.0,Car
110074054.0,434833.0,438040.0,2.0,2011-02-04,1619.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57.0,Bus or coach (17 or more passenger seats)
110074054.0,434833.0,438040.0,2.0,2011-02-04,1619.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,13.0,Bus or coach (17 or more passenger seats)
110058642.0,426569.0,431733.0,1.0,2011-02-05,1046.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,63.0,Bus or coach (17 or more passenger seats)
110059141.0,430874.0,434251.0,2.0,2011-02-05,1952.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,23.0,Car
110059141.0,430874.0,434251.0,2.0,2011-02-05,1952.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,19.0,Car
110059141.0,430874.0,434251.0,2.0,2011-02-05,1952.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,24.0,Car
110059141.0,430874.0,434251.0,2.0,2011-02-05,1952.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,18.0,Car
110059141.0,430874.0,434251.0,2.0,2011-02-05,1952.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,13.0,Car
110059141.0,430874.0,434251.0,2.0,2011-02-05,1952.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,22.0,Car
110064617.0,420262.0,445368.0,1.0,2011-02-05,1710.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,57.0,Car
110059742.0,428992.0,428374.0,1.0,2011-02-06,1226.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5.0,Car
110059966.0,436352.0,433783.0,1.0,2011-02-06,1430.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,16.0,Car
110060152.0,427995.0,435194.0,2.0,2011-02-06,1630.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39.0,Car
110060440.0,430905.0,436556.0,3.0,2011-02-06,2024.0,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,17.0,Car
110060472.0,430698.0,439043.0,2.0,2011-02-06,1716.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,49.0,Pedal cycle
110060503.0,431326.0,435605.0,2.0,2011-02-06,2107.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Female,19.0,Car
110060549.0,428955.0,435470.0,2.0,2011-02-06,2312.0,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31.0,Car
110060549.0,428955.0,435470.0,2.0,2011-02-06,2312.0,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,25.0,Car
110060585.0,436640.0,425947.0,1.0,2011-02-07,128.0,Motorway,Dry,Darkness: no street lighting,Fine with high winds,Driver,Slight,Male,39.0,Goods vehicle 3.5 tonnes mgw and under
110060676.0,431326.0,434119.0,1.0,2011-02-07,615.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,27.0,Car
110062204.0,430476.0,435597.0,2.0,2011-02-07,1945.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,22.0,Car
110062204.0,430476.0,435597.0,2.0,2011-02-07,1945.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,29.0,Car
110062204.0,430476.0,435597.0,2.0,2011-02-07,1945.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23.0,Car
110063731.0,430277.0,433009.0,1.0,2011-02-07,1735.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Slight,Male,23.0,Car
110062730.0,423052.0,437667.0,2.0,2011-02-08,850.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38.0,Motorcycle over 500cc
110063941.0,426312.0,437887.0,1.0,2011-02-08,1457.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60.0,Bus or coach (17 or more passenger seats)
110069528.0,430061.0,433649.0,2.0,2011-02-08,1153.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22.0,Pedal cycle
110069686.0,423765.0,438026.0,1.0,2011-02-08,1145.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,76.0,Car
110065174.0,426189.0,435590.0,1.0,2011-02-09,1200.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76.0,Bus or coach (17 or more passenger seats)
110065616.0,427169.0,435874.0,2.0,2011-02-09,1630.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22.0,Car
110065616.0,427169.0,435874.0,2.0,2011-02-09,1630.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24.0,Car
110065616.0,427169.0,435874.0,2.0,2011-02-09,1630.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18.0,Car
110065616.0,427169.0,435874.0,2.0,2011-02-09,1630.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20.0,Car
110065616.0,427169.0,435874.0,2.0,2011-02-09,1630.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19.0,Car
110065818.0,419356.0,441827.0,1.0,2011-02-09,1530.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,81.0,Bus or coach (17 or more passenger seats)
110066753.0,426905.0,429235.0,1.0,2011-02-09,1445.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,26.0,Car
110066343.0,430418.0,431777.0,2.0,2011-02-10,830.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38.0,Car
110066343.0,430418.0,431777.0,2.0,2011-02-10,830.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38.0,Car
110067333.0,426236.0,433053.0,2.0,2011-02-10,1430.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35.0,Car
110067333.0,426236.0,433053.0,2.0,2011-02-10,1430.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,37.0,Car
110067635.0,428003.0,435411.0,1.0,2011-02-10,1825.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,24.0,Bus or coach (17 or more passenger seats)
110068104.0,429797.0,433795.0,2.0,2011-02-11,340.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20.0,Taxi/Private hire car
110068104.0,429797.0,433795.0,2.0,2011-02-11,340.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20.0,Taxi/Private hire car
110068412.0,430016.0,435536.0,2.0,2011-02-11,715.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39.0,Pedal cycle
110068744.0,430714.0,434877.0,2.0,2011-02-11,930.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31.0,Car
110068815.0,438587.0,429735.0,2.0,2011-02-11,1135.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38.0,Car
110068815.0,438587.0,429735.0,2.0,2011-02-11,1135.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26.0,Car
110069570.0,430565.0,433453.0,1.0,2011-02-11,1320.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,76.0,Bus or coach (17 or more passenger seats)
110070052.0,431968.0,435832.0,2.0,2011-02-11,2330.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,25.0,Car
110070052.0,431968.0,435832.0,2.0,2011-02-11,2330.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,20.0,Car
110079592.0,435728.0,436231.0,2.0,2011-02-11,1153.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16.0,Other Vehicle
110070139.0,422565.0,427879.0,2.0,2011-02-12,15.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,41.0,Goods vehicle 7.5 tonnes mgw and over
110070139.0,422565.0,427879.0,2.0,2011-02-12,15.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Female,28.0,Car
110070612.0,430105.0,431574.0,2.0,2011-02-12,1400.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,56.0,Car
110070612.0,430105.0,431574.0,2.0,2011-02-12,1400.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21.0,Bus or coach (17 or more passenger seats)
110070612.0,430105.0,431574.0,2.0,2011-02-12,1400.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,39.0,Car
110070636.0,428836.0,434632.0,2.0,2011-02-12,1344.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,66.0,Car
110070636.0,428836.0,434632.0,2.0,2011-02-12,1344.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25.0,Car
110070673.0,436567.0,435618.0,1.0,2011-02-12,1205.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,67.0,Bus or coach (17 or more passenger seats)
110071115.0,418990.0,444835.0,2.0,2011-02-12,1610.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36.0,Car
110071677.0,430696.0,439003.0,2.0,2011-02-12,1200.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21.0,Car
110076039.0,429877.0,432320.0,2.0,2011-02-12,1815.0,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,32.0,Bus or coach (17 or more passenger seats)
110071532.0,438911.0,426835.0,1.0,2011-02-13,510.0,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,22.0,Car
110072117.0,430170.0,432868.0,2.0,2011-02-13,1345.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,85.0,Bus or coach (17 or more passenger seats)
110072616.0,431985.0,436025.0,2.0,2011-02-13,2120.0,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,27.0,M/cycle 50cc and under
110074250.0,430141.0,429921.0,2.0,2011-02-13,1910.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,23.0,Car
110073046.0,430803.0,435338.0,2.0,2011-02-14,840.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36.0,Car
110073046.0,430803.0,435338.0,2.0,2011-02-14,840.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31.0,Pedal cycle
110073429.0,419608.0,445151.0,1.0,2011-02-14,650.0,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,34.0,Car
110073952.0,427946.0,430302.0,2.0,2011-02-14,1130.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20.0,Car
110074083.0,430949.0,433299.0,2.0,2011-02-14,1620.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50.0,Pedal cycle
110074089.0,437150.0,433502.0,2.0,2011-02-14,1720.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36.0,Pedal cycle
110074364.0,431172.0,440727.0,2.0,2011-02-14,2105.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,42.0,Pedal cycle
110075649.0,421177.0,435075.0,1.0,2011-02-14,1710.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4.0,Car
110074853.0,429408.0,433920.0,2.0,2011-02-15,840.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48.0,Car
110075272.0,420950.0,434470.0,1.0,2011-02-15,1221.0,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,16.0,Car
110075520.0,425356.0,437032.0,2.0,2011-02-15,1320.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,20.0,Motorcycle over 125cc and up to 500cc
110075894.0,430468.0,437360.0,1.0,2011-02-15,1745.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,27.0,Car
110075944.0,426283.0,435580.0,2.0,2011-02-15,1744.0,A,Wet / Damp,Darkness: street lights present and lit,Other,Driver,Slight,Male,19.0,Car
110075944.0,426283.0,435580.0,2.0,2011-02-15,1744.0,A,Wet / Damp,Darkness: street lights present and lit,Other,Passenger,Slight,Female,73.0,Car
110075956.0,425081.0,427374.0,2.0,2011-02-15,1803.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,18.0,Car
110076014.0,428089.0,435419.0,2.0,2011-02-15,1825.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,25.0,Pedal cycle
110076258.0,428629.0,436948.0,1.0,2011-02-15,2305.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,18.0,Car
110076406.0,441827.0,430187.0,1.0,2011-02-15,820.0,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8.0,Car
110076656.0,433193.0,434015.0,2.0,2011-02-15,1545.0,A,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Slight,Female,32.0,Car
110076656.0,433193.0,434015.0,2.0,2011-02-15,1545.0,A,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Passenger,Slight,Male,6.0,Car
110076951.0,428797.0,431634.0,2.0,2011-02-16,1110.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48.0,Car
110077582.0,425381.0,443220.0,2.0,2011-02-16,1415.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,69.0,Car
110077595.0,444246.0,432958.0,3.0,2011-02-16,1355.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24.0,Motorcycle over 125cc and up to 500cc
110077782.0,427926.0,436148.0,2.0,2011-02-16,1445.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,28.0,Pedal cycle
110078026.0,430088.0,435420.0,2.0,2011-02-16,1945.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,53.0,Taxi/Private hire car
110078995.0,424156.0,444021.0,3.0,2011-02-16,1450.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51.0,Car
